id, background, body, feathers, beak, beak color, eyes, eye color, eyewear, headwear, outerwear
9347, Pink, Stark, Red, Long, Gray, Relaxed, Blue, , Lincoln, 
9348, Green, Tabby, Black, Long, Gray, Open, Yellow, , , 
9349, Blue, Crescent, Red, Small, Orange, Discerning, White, , Cowboy Hat, 
9350, Purple, Stark, White, Short, Orange, Diamond, Epic, , Bandana, 
9351, Blue, Crescent, Red, Small, Gray, Discerning, Green, Monocle, Fire, 
9352, Purple, Tranquil, Green, Short, Orange, Angry, Purple, , , 
9353, Pink, Brave, Red, Small, Gray, Open, White, Half-moon Spectacles, Raincloud, 
9354, Gray, Tranquil, Brown, Short, Orange, Angry, Gray, , Queen's Crown, 
9355, Gray, Tranquil, Green, Short, Orange, Relaxed, Blue, , Skully, 
9356, Purple, Stark, Gray, Short, Orange, Open, Purple, , Cowboy Hat, 
9357, Yellow, Brave, Black, Short, Orange, Discerning, Purple, , , 
9358, Purple, Stark, Green, Small, Orange, Side-eye, Purple, , Raincloud, 
9359, Pink, Crescent, White, Short, Gray, Relaxed, Blue, , Flower, 
9360, Blue, Guardian, Black, Long, Orange, Relaxed, White, , Tiara, 
9361, Pink, Crescent, White, Long, Gray, Discerning, Red, , Moon Hat, Hoodie Down
9362, Green, Brave, Gray, Small, Gray, Open, Purple, , , Bomber Jacket
9363, Pink, Tabby, Pink, Short, Gray, Open, Purple, , Queen's Crown, 
9364, Blue, Tabby, Blue, Small, Orange, Discerning, Green, , Grail, 
9365, Pink, Crescent, Brown, Short, Gray, Relaxed, White, , Witch's Hat, 
9366, Blue, Crescent, Brown, Short, Orange, Angry, Gray, , Tiny Crown, 
9367, Gray, Guardian, Brown, Small, Gray, Angry, Blue, , Space Helmet, 
9368, Gray, Crescent, Purple, Small, Gray, Relaxed, Yellow, , Cowboy Hat, 
9369, Gray, Robot, Metal, Short, Robot, Open, Robot, , Tiny Crown, Punk Jacket
9370, Blue, Crescent, Brown, Small, Gray, Adorable, Epic, , Diamond, 
9371, Yellow, Brave, Black, Short, Orange, Open, Purple, , , 
9372, Green, Crescent, Red, Small, Gray, Open, Red, , Wizard's Hat, 
9373, Purple, Emperor, Pink, Short, Orange, Relaxed, White, , Dancing Flame, 
9374, Blue, Brave, Purple, Small, Orange, Open, Yellow, , Flower, Gold Chain
9375, Green, Tabby, Gray, Short, Orange, Open, White, , , 
9376, Gray, Tabby, Brown, Short, Gray, Discerning, Purple, , Backwards Hat, 
9377, Yellow, Brave, White, Short, Orange, Angry, Purple, , Tiny Crown, 
9378, Blue, Crescent, Red, Small, Gray, Angry, Purple, , Lincoln, 
9379, Blue, Crescent, White, Long, Gray, Open, Blue, , Beanie, 
9380, Pink, Tranquil, Pink, Short, Orange, , , Sunglasses, , 
9381, Pink, Crescent, Purple, Long, Orange, Discerning, White, , Cowboy Hat, Diamond Necklace
9382, Purple, Crescent, Black, Small, Orange, Open, White, Half-moon Spectacles, Captain's Cap, 
9383, Yellow, Tranquil, Blue, Short, Gray, Open, Yellow, , , Punk Jacket
9384, Pink, Robot, Metal, Small, Robot, Open, Robot, Big Tech, Chromie, Hoodie Down
9385, Pink, Crescent, Blue, Short, Gray, , , Visor, , Hoodie Down
9386, Yellow, Professor, Purple, Long, Gray, Discerning, Gray, , Headband, 
9387, Blue, Tabby, White, Long, Orange, Relaxed, White, , Queen's Crown, 
9388, Green, Crescent, Purple, Small, Orange, Angry, Gray, , Moon Hat, 
9389, Pink, Tranquil, Purple, Long, Orange, Adorable, Epic, , Crescent Talisman, 
9390, Green, Sage, Gray, Short, Gray, Open, Yellow, , Raincloud, 
9391, Purple, Guardian, White, Long, Orange, , , Jobs Glasses, Cowboy Hat, 
9392, Purple, Crescent, White, Short, Gray, Side-eye, Gray, , Rubber Duck, 
9393, Blue, Robot, Metal, Small, Robot, Open, Robot, Big Tech, Raincloud, Hoodie Down
9394, Yellow, Professor, Purple, Short, Orange, Open, Gray, , Headband, 
9395, Green, Tabby, Purple, Short, Orange, Discerning, Blue, , Queen's Crown, Gold Chain
9396, Pink, Tabby, Blue, Short, Gray, Side-eye, Green, , Pirate's Hat, 
9397, Gray, Guardian, Gray, Small, Orange, Discerning, Gray, , , 
9398, Green, Crescent, Black, Short, Gray, Angry, Yellow, , Aviator's Cap, Gold Chain
9399, Pink, Crescent, Brown, Small, Gray, Side-eye, Yellow, , Beanie, 
9400, Purple, Guardian, Gray, Short, Orange, Relaxed, Purple, , Headphones, 
9401, Pink, Guardian, Red, Long, Orange, Relaxed, Gray, , , Gold Chain
9402, Purple, Tabby, Purple, Small, Orange, , , Gazelles, Raincloud, 
9403, Yellow, Guardian, Purple, Small, Orange, Discerning, Blue, , Flower, 
9404, Blue, Stark, Gray, Small, Orange, Side-eye, White, , Fire, 
9405, Yellow, Tabby, Purple, Short, Gray, Relaxed, Purple, , Space Helmet, 
9406, Pink, Crescent, Gray, Short, Orange, Side-eye, Purple, , , Hoodie
9407, Pink, Sage, Blue, Short, Orange, Open, White, , , 
9408, Yellow, Crescent, White, Small, Gray, Open, Red, , Lincoln, 
9409, Gray, Tabby, White, Small, Orange, Side-eye, Red, , Fire, 
9410, Green, Crescent, Pink, Short, Orange, Side-eye, Purple, , Witch's Hat, 
9411, Pink, Crescent, Black, Small, Gray, Open, White, , Bucket Hat, 
9412, Yellow, Tranquil, Gray, Short, Gray, Open, Blue, , Headband, 
9413, Pink, Tabby, Red, Short, Gray, , , Gazelles, Skully, 
9414, Pink, Tabby, Purple, Small, Gray, , , 3D Glasses, Rubber Duck, 
9415, Pink, Crescent, Brown, Short, Orange, , , Rose-Colored Glasses, Halo, 
9416, Pink, Crescent, Brown, Long, Gray, Open, Yellow, , Bucket Hat, 
9417, Gray, Tranquil, Brown, Short, Gray, , , Visor, , 
9418, Yellow, Professor, Red, Long, Gray, Fire, Epic, , Karate Band, Gold Chain
9419, Yellow, Stark, White, Small, Gray, Open, Red, , , 
9420, Pink, Skeleton, Bone, Long, Skeleton, , , Rose-Colored Glasses, Tiara, 
9421, Purple, Stark, Gray, Short, Gray, Moon, Epic, , Cowboy Hat, 
9422, Green, Crescent, Red, Long, Gray, Discerning, Red, , Grail, 
9423, Gray, Guardian, Black, Short, Orange, Angry, Red, , Bow, 
9424, Purple, Tabby, Purple, Short, Gray, Open, Blue, , Backwards Hat, 
9425, Blue, Guardian, Brown, Small, Gray, Open, Blue, , Karate Band, 
9426, Purple, Tranquil, White, Small, Gray, , , Aviators, Tiny Crown, 
9427, Gray, Guardian, Purple, Short, Orange, Open, Green, , Headphones, 
9428, Yellow, Stark, Purple, Small, Gray, Angry, Yellow, , Fire, 
9429, Yellow, Crescent, Purple, Short, Orange, Discerning, Yellow, , Bow, 
9430, Blue, Crescent, Gray, Small, Orange, Open, Gray, , Wizard's Hat, 
9431, Gray, Stark, Gray, Short, Gray, Angry, Red, , , Jean Jacket
9432, Green, Stark, Gray, Short, Gray, , , 3D Glasses, Mohawk (Green), 
9433, Blue, Tranquil, Purple, Long, Orange, Rainbow, Epic, , Mohawk (Green), 
9434, Pink, Crescent, Red, Short, Gray, Angry, Yellow, , Raincloud, 
9435, Purple, Skeleton, Bone, Short, Skeleton, , , Sunglasses, Moon Hat, 
9436, Purple, Tranquil, Red, Long, Gray, Side-eye, White, , , Diamond Necklace
9437, Gray, Guardian, Purple, Long, Orange, Open, Blue, , Cowboy Hat, 
9438, Blue, Crescent, Black, Short, Orange, Discerning, Purple, , Moon Hat, 
9439, Gray, Stark, Gray, Short, Orange, Open, Red, , Fire, 
9440, Blue, Crescent, Green, Short, Orange, Discerning, Yellow, , Halo, Punk Jacket
9441, Pink, Stark, Gray, Small, Orange, Discerning, Red, , Aviator's Cap, 
9442, Green, Sage, Gray, Small, Orange, Angry, Gray, , , 
9443, Green, Crescent, Red, Small, Orange, Open, Green, , Moon Hat, 
9444, Purple, Brave, Blue, Short, Gray, Heart, Epic, , , 
9445, Gray, Guardian, Gray, Short, Gray, Open, Yellow, , Headphones, 
9446, Purple, Emperor, Red, Long, Gray, Side-eye, Blue, , Skully, 
9447, Blue, Guardian, Brown, Short, Gray, Discerning, Gray, , , 
9448, Gray, Guardian, Purple, Long, Orange, Relaxed, White, , Headphones, 
9449, Gray, Crescent, Gray, Small, Gray, Open, Green, , Raincloud, Hoodie
9450, Jade Green, Jade, Legendary Sage, , , , , , , 
9451, Yellow, Crescent, Purple, Small, Orange, Angry, Green, , Space Helmet, 
9452, Blue, Professor, Purple, Short, Orange, Heart, Epic, , , 
9453, Gray, Crescent, Brown, Long, Gray, Angry, Blue, , Wizard's Hat, 
9454, Pink, Crescent, Blue, Short, Gray, Adorable, Epic, , , 
9455, Purple, Crescent, Black, Long, Gray, Side-eye, Purple, , Wizard's Hat, 
9456, Green, Stark, Red, Long, Orange, Relaxed, Purple, , Forest Ranger, 
9457, Yellow, Brave, Gray, Short, Orange, Side-eye, Red, , Dancing Flame, 
9458, Purple, Crescent, Gray, Small, Gray, Fire, Epic, , , 
9459, Purple, Brave, Purple, Short, Orange, , , 3D Glasses, Raincloud, 
9460, Green, Stark, Gray, Short, Orange, Open, Red, , Tiny Crown, 
9461, Yellow, Crescent, Gray, Short, Orange, Angry, Gray, , Halo, Gold Chain
9462, Yellow, Professor, Brown, Small, Gray, Open, White, , , 
9463, Yellow, Guardian, Red, Short, Gray, Discerning, Blue, , Dancing Flame, 
9464, Blue, Tranquil, Brown, Small, Gray, Open, Blue, , Mohawk (Pink), 
9465, Pink, Crescent, Brown, Small, Gray, Adorable, Epic, , Beanie, 
9466, Pink, Crescent, Gray, Small, Orange, Relaxed, Purple, , Bucket Hat, 
9467, Purple, Crescent, Pink, Small, Gray, Open, Yellow, , Captain's Cap, 
9468, Green, Emperor, Gray, Small, Gray, Heart, Epic, , Tiny Crown, 
9469, Green, Crescent, Purple, Small, Orange, Discerning, Yellow, , Skully, 
9470, Green, Tabby, Blue, Small, Orange, Open, Green, , Tiara, 
9471, Yellow, Tranquil, Blue, Short, Gray, Open, Yellow, , Tiny Crown, 
9472, Yellow, Crescent, White, Small, Orange, Discerning, Green, , Lincoln, 
9473, Gray, Crescent, Brown, Small, Gray, Side-eye, Blue, , Tiny Crown, 
9474, Blue, Tabby, Blue, Small, Gray, Heart, Epic, , , Bomber Jacket
9475, Green, Tranquil, Blue, Small, Gray, , , Visor, Mohawk (Pink), 
9476, Green, Crescent, Black, Small, Gray, Discerning, Blue, , Aviator's Cap, 
9477, Purple, Crescent, Brown, Short, Gray, Diamond, Epic, , Aviator's Cap, 
9478, Blue, Tranquil, Black, Small, Orange, Angry, Yellow, , Mohawk (Green), 
9479, Gray, Tranquil, Black, Small, Gray, , , Jobs Glasses, Halo, 
9480, Purple, Crescent, Purple, Short, Gray, Open, Green, , , Hoodie
9481, Gray, Brave, Blue, Short, Orange, Open, Red, , Halo, 
9482, Green, Crescent, Red, Small, Gray, Side-eye, Blue, , , Gold Chain
9483, Gray, Guardian, Blue, Short, Orange, Moon, Epic, , , 
9484, Purple, Brave, Green, Short, Gray, Discerning, White, Eyepatch, , 
9485, Yellow, Emperor, Purple, Long, Orange, Open, Red, , , Hoodie Down
9486, Blue, Crescent, Black, Small, Orange, Open, Purple, Half-moon Spectacles, Beanie, 
9487, Gray, Crescent, Brown, Short, Gray, Relaxed, Green, , Fire, Bomber Jacket
9488, Green, Robot, Metal, Long, Robot, Open, Robot, , Moon Hat, Punk Jacket
9489, Blue, Brave, Red, Short, Orange, Adorable, Epic, , , 
9490, Pink, Emperor, Brown, Short, Gray, Side-eye, Gray, , Dancing Flame, Hoodie Down
9491, Gray, Crescent, White, Small, Orange, Open, Blue, , , Hoodie
9492, Green, Crescent, Black, Short, Gray, Open, Red, , Beanie, Diamond Necklace
9493, Purple, Crescent, Gray, Small, Orange, Open, Purple, Half-moon Spectacles, Moon Hat, 
9494, Pink, Crescent, Brown, Short, Gray, Open, White, , Moon Hat, 
9495, Yellow, Tabby, Red, Short, Orange, Side-eye, Gray, , , 
9496, Purple, Stark, Brown, Small, Gray, Angry, White, , , Gold Chain
9497, Yellow, Robot, Metal, Long, Robot, Open, Robot, , Fire, Punk Jacket
9498, Blue, Stark, Brown, Short, Orange, , , Gazelles, Bow, 
9499, Blue, Tranquil, Gray, Short, Gray, Rainbow, Epic, , Crescent Talisman, 
9500, Blue, Guardian, Gray, Short, Gray, Side-eye, Red, , Karate Band, 
9501, Yellow, Emperor, Red, Short, Gray, Relaxed, Gray, , , 
9502, Yellow, Crescent, White, Long, Orange, Discerning, Green, , Bucket Hat, 
9503, Yellow, Brave, Brown, Short, Orange, Discerning, Green, , Raincloud, 
9504, Green, Tranquil, Blue, Short, Orange, Open, Purple, , Space Helmet, 
9505, Gray, Stark, Green, Small, Gray, , , Sunglasses, Rubber Duck, Diamond Necklace
9506, Yellow, Tabby, Red, Short, Orange, Relaxed, Gray, , , 
9507, Blue, Crescent, Black, Small, Orange, Side-eye, Yellow, , Space Helmet, 
9508, Purple, Crescent, Gray, Short, Orange, Relaxed, Gray, , , Hoodie
9509, Green, Crescent, Black, Short, Orange, Open, Yellow, , Mohawk (Pink), 
9510, Yellow, Tranquil, Purple, Short, Gray, Discerning, Blue, , , 
9511, Pink, Stark, Brown, Short, Gray, Discerning, Purple, , Captain's Cap, 
9512, Pink, Guardian, Purple, Short, Gray, Side-eye, White, , , 
9513, Purple, Stark, Black, Small, Orange, , , Black-rimmed Glasses, Tiara, 
9514, Pink, Crescent, Brown, Long, Gray, Side-eye, Purple, , Captain's Cap, 
9515, Purple, Tabby, Blue, Long, Orange, Relaxed, Red, Monocle, Dancing Flame, 
9516, Green, Stark, Red, Long, Orange, Side-eye, Green, , , 
9517, Pink, Stark, Gray, Small, Orange, Discerning, Purple, , Mohawk (Pink), 
9518, Yellow, Guardian, Brown, Long, Gray, Angry, White, , Headphones, 
9519, Yellow, Stark, Brown, Small, Gray, Open, Purple, , , 
9520, Pink, Tranquil, White, Long, Orange, Open, Yellow, , Skully, 
9521, Purple, Tabby, Blue, Small, Gray, Adorable, Epic, Half-moon Spectacles, Backwards Hat, Punk Jacket
9522, Gray, Crescent, Brown, Short, Gray, , , Sunglasses, Fire, 
9523, Yellow, Crescent, Purple, Short, Gray, Angry, Red, , , Hoodie
9524, Blue, Stark, Red, Short, Orange, , , Gazelles, Moon Hat, 
9525, Purple, Professor, Green, Small, Orange, Relaxed, Blue, , , 
9526, Green, Stark, Red, Short, Orange, Open, Blue, , Aviator's Cap, Diamond Necklace
9527, Blue, Professor, Red, Short, Orange, Angry, Gray, , , Hoodie Down
9528, Gray, Brave, Brown, Short, Orange, Relaxed, Yellow, , Skully, 
9529, Pink, Professor, Red, Small, Orange, Angry, Yellow, , Headband, 
9530, Gray, Guardian, Gray, Short, Gray, Open, Blue, , Queen's Crown, 
9531, Blue, Tabby, White, Short, Orange, Discerning, Yellow, , Skully, 
9532, Gray, Crescent, Gray, Short, Gray, Open, Blue, , Lincoln, 
9533, Pink, Crescent, Purple, Small, Gray, Open, White, , , 
9534, Green, Tabby, Black, Short, Orange, Discerning, Purple, , , Jean Jacket
9535, Green, Guardian, Red, Small, Orange, , , Gazelles, Grail, 
9536, Blue, Crescent, Pink, Short, Orange, Side-eye, Blue, , Durag, Diamond Necklace
9537, Green, Crescent, Purple, Short, Orange, , , Jobs Glasses, Space Helmet, 
9538, Green, Professor, Pink, Short, Orange, , , Sunglasses, , 
9539, Pink, Guardian, Brown, Small, Orange, Side-eye, Green, , , 
9540, Green, Stark, Black, Short, Orange, Angry, Green, , Raincloud, 
9541, Yellow, Crescent, Red, Long, Gray, Angry, Yellow, , , 
9542, Purple, Crescent, Brown, Small, Orange, Side-eye, Green, , Fire, 
9543, Pink, Brave, Blue, Short, Orange, Side-eye, Yellow, , , 
9544, Pink, Crescent, Gray, Small, Gray, Rainbow, Epic, , Hero's Cap, Hero's Tunic
9545, Pink, Tranquil, Purple, Short, Orange, Fire, Epic, , , 
9546, Green, Crescent, Black, Short, Orange, Side-eye, Yellow, , Beanie, 
9547, Green, Professor, Blue, Small, Orange, Relaxed, Green, , , Hoodie Down
9548, Blue, Tabby, White, Short, Orange, Angry, Yellow, , Forest Ranger, 
9549, Pink, Stark, White, Short, Gray, Open, Purple, , Fire, 
9550, Gray, Crescent, Red, Small, Gray, Angry, White, , Aviator's Cap, Punk Jacket
9551, Green, Tabby, Blue, Short, Orange, , , Rose-Colored Glasses, Rubber Duck, 
9552, Gray, Tabby, Red, Long, Orange, Moon, Epic, , , 
9553, Purple, Professor, Black, Small, Gray, Angry, Yellow, , , Bomber Jacket
9554, Blue, Tabby, Black, Short, Orange, Open, Gray, , Space Helmet, 
9555, Purple, Guardian, Gray, Small, Orange, Discerning, Yellow, , , 
9556, Yellow, Guardian, Black, Short, Orange, Relaxed, Purple, , Bandana, 
9557, Gray, Stark, Black, Small, Orange, Moon, Epic, , Forest Ranger, Gold Chain
9558, Blue, Tabby, Blue, Long, Orange, Rainbow, Epic, , Dancing Flame, Gold Chain
9559, Pink, Tranquil, Brown, Long, Gray, Discerning, Red, , , 
9560, Blue, Crescent, Brown, Small, Gray, Open, Green, , Mohawk (Pink), 
9561, Green, Stark, Red, Small, Orange, Open, Gray, , , Hoodie Down
9562, Green, Stark, Blue, Small, Gray, Angry, Green, , Headphones, 
9563, Pink, Guardian, Red, Small, Gray, Side-eye, White, , Headphones, 
9564, Gray, Tabby, Red, Small, Orange, Open, Green, , Forest Ranger, Hoodie Down
9565, Pink, Sage, Purple, Small, Orange, Side-eye, Purple, , , 
9566, Purple, Crescent, Pink, Long, Gray, Relaxed, Blue, , Durag, 
9567, Green, Crescent, Red, Small, Orange, Relaxed, Gray, , Hero's Cap, Hero's Tunic
9568, Blue, Stark, Black, Short, Orange, Open, Purple, Big Tech, , 
9569, Green, Crescent, Brown, Long, Orange, Relaxed, Red, , Bandana, Jean Jacket
9570, Pink, Crescent, Brown, Small, Gray, Relaxed, Green, , Durag, 
9571, Yellow, Stark, Brown, Short, Gray, , , Rose-Colored Glasses, Mohawk (Green), 
9572, Green, Emperor, Brown, Short, Gray, Angry, Purple, , , 
9573, Purple, Crescent, White, Small, Gray, , , Rose-Colored Glasses, Moon Hat, Hoodie Down
9574, Blue, Brave, White, Long, Gray, Relaxed, Blue, , Skully, 
9575, Purple, Stark, Purple, Short, Orange, Open, Gray, , Aviator's Cap, 
9576, Purple, Tranquil, Blue, Short, Gray, Relaxed, Gray, , Chromie, 
9577, Gray, Brave, Blue, Small, Orange, , , Rose-Colored Glasses, Flower, Hoodie Down
9578, Yellow, Professor, Black, Small, Gray, Angry, Gray, , Karate Band, 
9579, Pink, Crescent, White, Small, Orange, Side-eye, Purple, , Aviator's Cap, 
9580, Yellow, Tabby, White, Long, Orange, , , Sunglasses, Tiara, 
9581, Pink, Tabby, Pink, Small, Gray, Side-eye, Green, , Fire, 
9582, Gray, Brave, White, Small, Gray, Relaxed, Red, , Tiny Crown, 
9583, Green, Crescent, Brown, Long, Gray, Open, Red, , Bandana, 
9584, Gray, Brave, Red, Long, Orange, Heart, Epic, , Karate Band, 
9585, Blue, Tabby, Red, Small, Gray, Relaxed, Green, , Skully, 
9586, Blue, Tabby, Black, Short, Gray, Relaxed, Red, , Raincloud, 
9587, Gray, Crescent, Brown, Small, Orange, Relaxed, Gray, , Grail, 
9588, Gray, Tabby, Blue, Small, Orange, Angry, Red, , Backwards Hat, Bomber Jacket
9589, Green, Stark, Brown, Long, Gray, Discerning, Gray, , Cowboy Hat, 
9590, Green, Guardian, Red, Small, Orange, Relaxed, White, , , 
9591, Purple, Brave, Purple, Small, Gray, , , Visor, , Hoodie Down
9592, Blue, Professor, Purple, Small, Orange, , , Sunglasses, , 
9593, Pink, Crescent, White, Long, Gray, Discerning, Purple, , , 
9594, Purple, Stark, Gray, Small, Orange, Adorable, Epic, , Queen's Crown, Bomber Jacket
9595, Yellow, Crescent, Purple, Small, Gray, Angry, Gray, , Durag, 
9596, Green, Stark, Blue, Short, Orange, Moon, Epic, , Lincoln, 
9597, Yellow, Stark, Green, Short, Orange, Relaxed, Yellow, , Crescent Talisman, 
9598, Green, Stark, Black, Small, Orange, Angry, Gray, , Cowboy Hat, 
9599, Gray, Guardian, Black, Short, Orange, Side-eye, Purple, , Cowboy Hat, 
9600, Purple, Brave, Gray, Long, Gray, Angry, Yellow, , , 
9601, Blue, Stark, Brown, Short, Gray, Open, Yellow, , Dancing Flame, 
9602, Yellow, Tranquil, Gray, Small, Gray, Angry, Green, , Space Helmet, 
9603, Yellow, Crescent, Red, Small, Orange, Adorable, Epic, Half-moon Spectacles, Pirate's Hat, 
9604, Gray, Skeleton, Bone, Long, Skeleton, , , Aviators, Gremplin, 
9605, Blue, Crescent, White, Long, Gray, Open, Green, , Beanie, Gold Chain
9606, Green, Crescent, Purple, Small, Orange, Open, Green, , , Gold Chain
9607, Pink, Sage, Brown, Small, Gray, Discerning, Purple, , Rubber Duck, 
9608, Yellow, Brave, Gray, Small, Gray, Moon, Epic, , Dancing Flame, 
9609, Blue, Emperor, White, Short, Orange, Adorable, Epic, Monocle, Bandana, 
9610, Purple, Crescent, Brown, Small, Orange, Relaxed, Red, , Moon Hat, 
9611, Gray, Tranquil, Red, Short, Gray, Discerning, Blue, , Tiara, 
9612, Purple, Crescent, White, Short, Orange, Discerning, White, , Captain's Cap, 
9613, Gray, Robot, Metal, Long, Robot, Open, Robot, , Chromie, 
9614, Pink, Tabby, Gray, Small, Gray, Open, Yellow, , Diamond, 
9615, Pink, Professor, Red, Short, Orange, Side-eye, Purple, , Karate Band, 
9616, Yellow, Brave, Black, Small, Gray, , , Sunglasses, Dancing Flame, 
9617, Pink, Brave, Red, Small, Gray, Open, White, , Grail, 
